"effective_date","state","region","ado","city","county","facility_name","ownership","use","location_id","site_number","arp_latitude","arp_longitude","cert_type_date"
2018-07-19,"MI","AGL","DET","ALPENA","ALPENA","MIDMICHIGAN MEDICAL CENTER-ALPENA","PR","PR","MI62","09518.02*H","45-04-37.5000N","083-26-53.0400W",NA
2018-07-19,"MI","AGL","DET","ALPENA","ALPENA","SILVER CITY AIRPARK","PR","PR","MI55","09518.01*A","45-07-56.4500N","083-26-52.9000W",NA
2018-07-19,"MI","AGL","DET","ANN ARBOR","WASHTENAW","ANN ARBOR MUNI","PU","PU","ARB","09524.*A","42-13-22.5343N","083-44-44.3691W",NA
2018-07-19,"MI","AGL","DET","ANN ARBOR","WASHTENAW","OVERFLOW PAD (LOWER PAD)","PR","PR","MI14","09524.04*H","42-16-59.5500N","083-43-44.5300W",NA
2018-07-19,"MI","AGL","DET","ANN ARBOR","WASHTENAW","UMMC","PR","PR","MI32","09524.03*H","42-17-07.5000N","083-43-39.3700W",NA
2018-07-19,"MI","AGL","DET","ATLANTA","MONTMORENCY","ATLANTA MUNI","PU","PU","Y93","09527.*A","44-59-48.8216N","084-07-38.0437W",NA
2018-07-19,"MI","AGL","DET","AUBURN HILLS","OAKLAND","CHRYSLER CORP","PR","PR","MI08","09528.81*H","42-39-11.0000N","083-13-30.0000W",NA
2018-07-19,"MI","AGL","DET","AUBURN HILLS","OAKLAND","GUARDIAN INDUSTRIES","PR","PR","1MI2","09528.8*H","42-41-59.1150N","083-14-50.7720W",NA
2018-07-19,"MI","AGL","DET","AVOCA","ST CLAIR","AVOCA","PR","PU","39G","09530.91*A","43-01-48.0990N","082-40-09.7270W",NA
2018-07-19,"MI","AGL","DET","AVOCA","ST CLAIR","FASEL FIELD","PR","PR","MI01","09530.92*A","43-03-28.0980N","082-40-36.7300W",NA
2018-07-19,"MI","AGL","DET","BAD AXE","HURON","ENGLER FIELD","PR","PU","E53","09532.01*A","43-50-46.4400N","083-02-48.4500W",NA
2018-07-19,"MI","AGL","DET","BAD AXE","HURON","HURON COUNTY MEMORIAL","PU","PU","BAX","09532.*A","43-46-48.8000N","082-59-07.5000W",NA
2018-07-19,"MI","AGL","DET","BAILEY","KENT","TYRONE","PR","PR","MI67","09535.*A","43-17-21.0800N","085-46-52.1660W",NA
2018-07-19,"MI","AGL","DET","BALDWIN","LAKE","BALDWIN MUNI","PU","PU","7D3","09536.*A","43-52-31.9283N","085-50-31.4970W",NA
2018-07-19,"MI","AGL","DET","BANNISTER","GRATIOT","SHADY LAWN FIELD","PR","PU","4M4","09539.*A","43-07-42.9050N","084-22-52.6550W",NA
2018-07-19,"MI","AGL","DET","BARODA","BERRIEN","BARODA","PR","PR","MI68","09544.5*A","41-56-15.1580N","086-30-05.0700W",NA
2018-07-19,"MI","AGL","DET","BATH","CLINTON","UNIVERSITY AIRPARK","PR","PU","41G","09547.8*A","42-50-27.4900N","084-28-44.5800W",NA
2018-07-19,"MI","AGL","DET","BATTLE CREEK","CALHOUN","CUSTER MAIN","PU","PR","9MI1","09548.02*H","42-19-54.0000N","085-17-48.0000W",NA
2018-07-19,"MI","AGL","DET","BATTLE CREEK","CALHOUN","W K KELLOGG","PU","PU","BTL","09548.*A","42-18-23.3021N","085-15-00.3202W","IV A U 11/1974"
2018-07-19,"MI","AGL","DET","BAY CITY","BAY","HAROLD MILLER","PR","PR","03MI","09551.01*H","43-33-03.0840N","083-51-43.9040W",NA
2018-07-19,"MI","AGL","DET","BAY CITY","BAY","JAMES CLEMENTS MUNI","PU","PU","3CM","09551.*A","43-32-49.0000N","083-53-43.7000W",NA
2018-07-19,"MI","AGL","DET","BAY CITY","BAY","KENNETH HAYWARD","PR","PR","47MI","09551.1*A","43-32-00.0850N","083-51-14.9010W",NA
2018-07-19,"MI","AGL","DET","BEAVER ISLAND","CHARLEVOIX","BEAVER ISLAND","PU","PU","SJX","09555.*A","45-41-32.0000N","085-33-59.8000W",NA
2018-07-19,"MI","AGL","DET","BEAVER ISLAND","CHARLEVOIX","WELKE","PR","PU","6Y8","09555.1*A","45-43-16.1847N","085-31-13.2402W",NA
2018-07-19,"MI","AGL","DET","BELDING","IONIA","BOULDER CANYON","PR","PR","MI56","09560.*A","43-04-33.6050N","085-16-04.1750W",NA
2018-07-19,"MI","AGL","DET","BELLAIRE","ANTRIM","ANTRIM COUNTY","PU","PU","ACB","09562.*A","44-59-18.9000N","085-11-54.1000W",NA
2018-07-19,"MI","AGL","DET","BELLEVILLE","WAYNE","A T I","PR","PR","7MI9","09563.01*H","42-13-15.1410N","083-28-35.7670W",NA
2018-07-19,"MI","AGL","DET","BELLEVILLE","WASHTENAW","BELLEVILLE","PR","PU","43G","09563.*A","42-10-36.1450N","083-32-44.7710W",NA
2018-07-19,"MI","AGL","DET","BELLEVILLE","MONROE","JOHNSTON","PR","PR","71MI","09563.02*A","42-05-04.0000N","083-31-02.0000W",NA
2018-07-19,"MI","AGL","DET","BENTON HARBOR","BERRIEN","SOUTHWEST MICHIGAN RGNL","PU","PU","BEH","09566.*A","42-07-42.7084N","086-25-34.0871W",NA
2018-07-19,"MI","AGL","DET","BERRIEN SPRINGS","BERRIEN","ANDREWS UNIVERSITY AIRPARK","PR","PU","C20","09568.*A","41-57-03.8000N","086-22-05.1000W",NA
2018-07-19,"MI","AGL","DET","BIG RAPIDS","MECOSTA","MECOSTA COUNTY MEDICAL CENTER","PR","PR","19MI","09581.01*H","43-41-41.5820N","085-28-25.6590W",NA
2018-07-19,"MI","AGL","DET","BIG RAPIDS","MECOSTA","ROBEN-HOOD","PU","PU","RQB","09581.*A","43-43-21.5000N","085-30-14.6000W",NA
2018-07-19,"MI","AGL","DET","BIRCH RUN","SAGINAW","TURNER","PR","PR","42MI","09589.24*H","43-17-27.9900N","083-44-25.9400W",NA
2018-07-19,"MI","AGL","DET","BLISSFIELD","LENAWEE","BETZ","PR","PU","44G","09592.*A","41-51-20.1730N","083-52-14.7880W",NA
2018-07-19,"MI","AGL","DET","BOIS BLANC ISLAND","MACKINAC","BOIS BLANC ISLAND","PU","PU","6Y1","09593.*A","45-45-58.6716N","084-30-13.7302W",NA
2018-07-19,"MI","AGL","DET","BOYNE CITY","CHARLEVOIX","BOYNE CITY MUNI","PU","PU","N98","09594.*A","45-12-31.7284N","084-59-23.5880W",NA
2018-07-19,"MI","AGL","DET","BOYNE FALLS","CHARLEVOIX","BOYNE MOUNTAIN","PR","PU","BFA","09594.1*A","45-09-57.0295N","084-55-26.8100W",NA
2018-07-19,"MI","AGL","DET","BRIDGEPORT","SAGINAW","MCKIMMY FIELD","PR","PR","MI23","09604.3*A","43-20-49.0000N","083-52-00.0000W",NA
2018-07-19,"MI","AGL","DET","BRIDGMAN","BERRIEN","MYERS","PR","PR","MI25","09604.51*A","41-55-20.1550N","086-32-44.0750W",NA
2018-07-19,"MI","AGL","DET","BRIGHTON","LIVINGSTON","BRIGHTON","PR","PU","45G","09605.*A","42-34-11.3300N","083-46-42.7000W",NA
2018-07-19,"MI","AGL","DET","BRIGHTON","LIVINGSTON","HAWK HOLLOW","PR","PR","97MI","09605.08*H","42-33-40.6800N","083-44-07.8000W",NA
2018-07-19,"MI","AGL","DET","BROOKLYN","JACKSON","MICHIGAN INTL SPEEDWAY","PR","PR","MI66","09606.82*H","42-03-32.0000N","084-14-21.6000W",NA
2018-07-19,"MI","AGL","DET","BROOKLYN","JACKSON","SHAMROCK FLD","PR","PU","6G8","09606.81*A","42-05-42.1480N","084-14-26.8120W",NA
2018-07-19,"MI","AGL","DET","BRYON","SHIAWASSEE","PINGSTON AEROWORKS","PR","PR","54MI","09609.*A","42-48-37.0000N","084-04-59.0000W",NA
2018-07-19,"MI","AGL","DET","BUCHANAN","BERRIEN","HANCOCK","PR","PR","6MI6","09613.39*A","41-51-10.1630N","086-26-10.0600W",NA
2018-07-19,"MI","AGL","DET","BUCHANAN","BERRIEN","NELSON","PR","PR","MI72","09613.4*A","41-51-00.1650N","086-21-00.0500W",NA
2018-07-19,"MI","AGL","DET","BUCHANAN","BERRIEN","WOLVERTON'S FIELD","PR","PR","30MI","09613.41*A","41-51-33.1660N","086-19-40.0480W",NA
2018-07-19,"MI","AGL","DET","BURNIPS","ALLEGAN","BAKERS FIELD","PR","PR","MI88","09613.6*A","42-43-56.0980N","085-54-19.1190W",NA
2018-07-19,"MI","AGL","DET","CADILLAC","WEXFORD","WEXFORD COUNTY","PU","PU","CAD","09614.*A","44-16-31.2000N","085-25-08.1000W",NA
2018-07-19,"MI","AGL","DET","CARLETON","MONROE","BUZZWICK","PR","PU","W87","09622.35*A","42-01-02.8326N","083-22-24.9453W",NA
2018-07-19,"MI","AGL","DET","CARLETON","MONROE","FOUR STAR","PR","PR","0MI7","09622.34*H","42-02-35.0000N","083-21-34.0000W",NA
2018-07-19,"MI","AGL","DET","CARO","TUSCOLA","TUSCOLA AREA","PU","PU","CFS","09623.*A","43-27-31.9030N","083-26-43.6046W",NA
2018-07-19,"MI","AGL","DET","CARSON CITY","MONTCALM","CARSON CITY HOSPITAL","PR","PR","40MI","09623.03*H","43-10-32.6200N","084-50-28.4700W",NA
2018-07-19,"MI","AGL","DET","CASSOPOLIS","CASS","TAYLORS FLIGHT PARK","PR","PR","MI95","09630.*A","41-50-48.0000N","085-53-42.0000W",NA
2018-07-19,"MI","AGL","DET","CEDAR","LEELANAU","MILLER-HERROLD","PR","PR","28MI","09633.*A","44-52-27.9960N","085-47-33.3050W",NA
2018-07-19,"MI","AGL","NONE","CEDAR SPRINGS","KENT","DOREN FIELD","PR","PR","77MI","09634.04*A","43-11-55.3200N","085-35-38.2385W",NA
2018-07-19,"MI","AGL","DET","CEDAR SPRINGS","KENT","WILDS FIELD","PR","PR","5MI1","09634.1*A","43-15-05.0000N","085-32-34.0000W",NA
2018-07-19,"MI","AGL","DET","CENTERLINE","MACOMB","ACME","PR","PR","8MI2","09640.*H","42-28-19.1300N","083-00-39.7100W",NA
2018-07-19,"MI","AGL","DET","CHARLEVOIX","CHARLEVOIX","CHARLEVOIX AREA HOSPITAL","PR","PR","70MI","09654.01*H","45-18-51.0000N","085-16-30.0000W",NA
2018-07-19,"MI","AGL","DET","CHARLEVOIX","CHARLEVOIX","CHARLEVOIX MUNI","PU","PU","CVX","09654.*A","45-18-17.5000N","085-16-31.1000W",NA
2018-07-19,"MI","AGL","DET","CHARLOTTE","EATON","CRIPPEN FIELD","PR","PR","MI11","09657.01*A","42-32-03.1330N","084-48-04.9500W",NA
2018-07-19,"MI","AGL","DET","CHARLOTTE","EATON","FITCH H BEACH","PU","PU","FPK","09657.*A","42-34-26.7000N","084-48-43.6000W",NA
2018-07-19,"MI","AGL","DET","CHARLOTTE","EATON","WEND VALLEY","PR","PU","49G","09657.02*A","42-34-40.6200N","084-54-32.4450W",NA
2018-07-19,"MI","AGL","DET","CHASSELL","HOUGHTON","PIKE RIVER LANDING","PR","PR","79MI","09659.*A","46-58-49.0000N","088-32-24.0000W",NA
2018-07-19,"MI","AGL","DET","CHEBOYGAN","CHEBOYGAN","CHEBOYGAN COUNTY","PU","PU","SLH","09662.1*A","45-39-13.4627N","084-31-09.4914W",NA
2018-07-19,"MI","AGL","DET","CHEBOYGAN","CHEBOYGAN","HOFFMAN'S BLACK MOUNTAIN AERODROME","PR","PU","2M7","09662.*A","45-31-55.0000N","084-18-29.0000W",NA
2018-07-19,"MI","AGL","DET","CHELSEA","WASHTENAW","WHITE O'MORN","PR","PR","MI20","09664.52*H","42-15-09.5000N","084-00-26.8000W",NA
2018-07-19,"MI","AGL","DET","CHELSEA","WASHTENAW","WINTERS FIELD","PR","PR","8MI9","09664.51*A","42-18-18.0000N","084-06-24.0000W",NA
2018-07-19,"MI","AGL","DET","CHESANING","SAGINAW","HOWARD NIXON MEMORIAL","PU","PU","50G","09668.*A","43-10-55.1144N","084-07-59.8521W",NA
2018-07-19,"MI","AGL","DET","CHESANING","SAGINAW","WOODSIDE","PR","PR","2MI0","09668.001*A","43-13-00.0950N","084-02-49.9020W",NA
2018-07-19,"MI","AGL","DET","CLARE","CLARE","CLARE MUNI","PU","PU","48D","09674.*A","43-50-04.0000N","084-44-24.8000W",NA
2018-07-19,"MI","AGL","DET","CLARE","ISABELLA","DENTON FARMS","PR","PR","99MI","09674.2*A","43-45-14.7000N","084-48-40.5600W",NA
2018-07-19,"MI","AGL","DET","CLARKSTON","OAKLAND","WAGNER'S LANDING","PR","PR","11MI","09676.*H","42-44-18.1050N","083-26-14.7910W",NA
2018-07-19,"MI","AGL","NONE","CLINTON","MACOMB","DAN'S APPLE FARM","PR","PR","MI21","09682.95*H","42-37-17.5400N","082-52-32.5200W",NA
2018-07-19,"MI","AGL","DET","CLINTON","LENAWEE","HONEY ACRES","PR","PU","7N4","09682.9*A","42-04-40.1510N","083-59-09.7950W",NA
2018-07-19,"MI","AGL","DET","CLIO","GENESEE","ALKAY","PR","PU","51G","09683.*A","43-08-36.4048N","083-47-49.0389W",NA
2018-07-19,"MI","AGL","DET","CLIO","GENESEE","CROMPTON'S PVT STRIP","PR","PR","MI05","09683.01*A","43-10-00.0940N","083-47-14.8640W",NA
2018-07-19,"MI","AGL","DET","COLDWATER","BRANCH","BRANCH COUNTY MEMORIAL","PU","PU","OEB","09685.*A","41-56-00.5600N","085-03-08.3100W",NA
2018-07-19,"MI","AGL","DET","COLDWATER","BRANCH","COMMUNITY HEALTH CENTER OF BRANCH CO","PR","PR","MI85","09685.1*H","41-56-16.5800N","084-59-21.1500W",NA
2018-07-19,"MI","AGL","DET","COMINS","OSCODA","HINKELS","PR","PR","55MI","09690.*H","44-48-03.0000N","083-59-09.0000W",NA
2018-07-19,"MI","AGL","DET","COMMERCE","OAKLAND","HURON VALLEY SINAI HOSPITAL","PR","PR","53MI","09691.*H","42-35-35.9000N","083-29-59.8000W",NA
2018-07-19,"MI","AGL","DET","COOPER","KALAMAZOO","WALKER","PR","PR","7MI7","09693.*A","42-22-50.1370N","085-34-39.0350W",NA
2018-07-19,"MI","AGL","DET","CORUNNA","SHIAWASSEE","MILLSTREAM AIRPARK","PR","PU","56M","09695.*A","42-57-46.8900N","084-02-40.4600W",NA
2018-07-19,"MI","AGL","DET","CROSWELL","SANILAC","ARNOLD FIELD","PR","PU","55G","09699.02*A","43-17-52.0800N","082-36-28.3100W",NA
2018-07-19,"MI","AGL","DET","CROSWELL","SANILAC","DARRELL'S LANDING","PR","PR","4MI8","09699.03*A","43-14-30.0000N","082-34-58.0000W",NA
2018-07-19,"MI","AGL","DET","CRYSTAL FALLS","IRON","HUBER","PR","PR","39MI","09701.2*A","46-10-07.8100N","088-10-20.4870W",NA
2018-07-19,"MI","AGL","DET","CRYSTAL FALLS","IRON","IRON COUNTY","PU","PU","50D","09701.1*A","46-00-32.6868N","088-16-26.4923W",NA
2018-07-19,"MI","AGL","DET","CURTIS","MACKINAC","READ","PR","PR","MI03","09703.*C","46-10-08.0000N","085-47-37.0000W",NA
2018-07-19,"MI","AGL","DET","CUSTER","MASON","THORN","PR","PR","MI19","09703.3*A","43-55-48.0000N","086-09-56.0000W",NA
2018-07-19,"MI","AGL","DET","DAVISON","GENESEE","JOHN'S","PR","PR","12MI","09704.*A","43-03-06.0960N","083-29-30.8200W",NA
2018-07-19,"MI","AGL","DET","DAVISON","GENESEE","THE WALDRON WAY","PR","PR","00MI","09704.24*H","43-00-56.9600N","083-31-06.0500W",NA
2018-07-19,"MI","AGL","DET","DEARBORN","WAYNE","BEAUMONT DEARBORN","PR","PR","56MI","09708.03*H","42-17-23.7200N","083-12-56.7200W",NA
2018-07-19,"MI","AGL","DET","DEARBORN","WAYNE","DEARBORN HELISTOP","PR","PR","MI07","09708.*H","42-17-50.1360N","083-13-37.7380W",NA
2018-07-19,"MI","AGL","DET","DEARBORN","WAYNE","FAIRLANE PLAZA","PR","PR","MI40","09708.02*H","42-19-15.1350N","083-13-09.7380W",NA
2018-07-19,"MI","AGL","DET","DETROIT","WAYNE","COLEMAN A YOUNG MUNI","PU","PU","DET","09725.*A","42-24-33.5775N","083-00-36.6557W",NA
2018-07-19,"MI","AGL","NONE","DETROIT","WAYNE","DETROIT BORDER PATROL","PR","PR","MI96","09725.2*H","42-22-02.0000N","082-58-03.0000W",NA
2018-07-19,"MI","AGL","DET","DETROIT","WAYNE","DETROIT MEDICAL CENTER","PR","PR","5MI0","09725.04*H","42-21-22.9700N","083-03-26.4500W",NA
2018-07-19,"MI","AGL","DET","DETROIT","WAYNE","DETROIT METROPOLITAN WAYNE COUNTY","PU","PU","DTW","09749.*A","42-12-44.8000N","083-21-12.2000W","I E S 05/1973"
2018-07-19,"MI","AGL","DET","DETROIT","WAYNE","GRACE HOSPITAL","PR","PR","17MI","09725.08*H","42-25-05.0100N","083-10-57.4200W",NA
2018-07-19,"MI","AGL","DET","DETROIT","WAYNE","HENRY FORD HOSPITAL","PR","PR","0MI9","09725.05*H","42-22-07.3500N","083-05-07.3600W",NA
2018-07-19,"MI","AGL","DET","DETROIT","WAYNE","WDIV-TV CHANNEL 4","PR","PR","MI74","09725.06*H","42-19-47.1370N","083-03-12.7140W",NA
2018-07-19,"MI","AGL","DET","DETROIT","WAYNE","WILLOW RUN","PU","PU","YIP","09750.*A","42-14-24.1000N","083-31-51.2000W","IV A U 10/1974"
2018-07-19,"MI","AGL","DET","DETROIT/GROSSE ILE","WAYNE","GROSSE ILE MUNI","PU","PU","ONZ","09746.*A","42-05-56.6830N","083-09-41.2870W",NA
2018-07-19,"MI","AGL","DET","DEWITT","CLINTON","HOERNERS CORNERS","PR","PR","MI10","09754.01*A","42-51-55.1230N","084-42-19.9580W",NA
2018-07-19,"MI","AGL","DET","DEWITT","CLINTON","ZISCHKE","PR","PR","92MI","09754.02*A","42-51-42.0000N","084-37-09.0000W",NA
2018-07-19,"MI","AGL","DET","DEXTER","WASHTENAW","CACKLEBERRY","PR","PU","2.00E+08","09754.6*A","42-25-30.4500N","083-52-06.7500W",NA
2018-07-19,"MI","AGL","DET","DORR","ALLEGAN","MANJU","PR","PR","48MI","09760.*H","42-43-38.7000N","085-42-56.3000W",NA
2018-07-19,"MI","AGL","DET","DOWAGIAC","CASS","DOWAGIAC MUNI","PU","PU","C91","09764.*A","41-59-34.5000N","086-07-41.8000W",NA
2018-07-19,"MI","AGL","DET","DOWAGIAC","CASS","LEE MEMORIAL HOSPITAL","PU","PR","13MI","09764.01*H","41-58-59.8900N","086-06-52.4100W",NA
2018-07-19,"MI","AGL","DET","DRUMMOND ISLAND","CHIPPEWA","ASHMAN ISLAND","PR","PR","1MI0","09769.*C","46-04-07.0750N","083-43-27.0110W",NA
2018-07-19,"MI","AGL","DET","DRUMMOND ISLAND","CHIPPEWA","DRUMMOND ISLAND","PU","PU","DRM","09768.*A","46-00-33.5210N","083-44-38.1630W",NA
2018-07-19,"MI","AGL","DET","DRUMMOND ISLAND","CHIPPEWA","YACHT HAVEN","PR","PU","D22","09769.1*C","46-01-29.2600N","083-45-09.0500W",NA
2018-07-19,"MI","AGL","DET","DURAND","SHIAWASSEE","WAITE FIELD","PR","PU","29M","09770.7*A","42-53-26.6000N","083-55-55.3510W",NA
2018-07-19,"MI","AGL","DET","DUTTON","KENT","EAST-WEST PARIS","PR","PR","14MI","09771.*A","42-51-03.1080N","085-34-01.0840W",NA
2018-07-19,"MI","AGL","DET","EAST JORDAN","CHARLEVOIX","DEER LAKE AIRPARK","PR","PR","MI24","09776.01*A","45-08-30.0280N","085-00-24.1860W",NA
2018-07-19,"MI","AGL","DET","EAST JORDAN","CHARLEVOIX","EAST JORDAN CITY","PU","PU","Y94","09776.*A","45-07-48.6621N","085-06-24.5340W",NA
2018-07-19,"MI","AGL","DET","EAST TAWAS","IOSCO","IOSCO COUNTY","PU","PU","6D9","09778.1*A","44-18-46.2000N","083-25-20.3000W",NA
2018-07-19,"MI","AGL","DET","EASTPORT","ANTRIM","TORCHPORT","PR","PU","59M","09777.5*A","45-03-12.1950N","085-21-24.0550W",NA
2018-07-19,"MI","AGL","DET","EATON RAPIDS","EATON","RAPIDS AIRWAY","PR","PR","04MI","09780.*A","42-32-04.1320N","084-37-41.9270W",NA
2018-07-19,"MI","AGL","DET","EATON RAPIDS","EATON","SKYWAY ESTATES","PR","PU","60G","09780.11*A","42-35-01.7100N","084-39-05.3300W",NA
2018-07-19,"MI","AGL","DET","ELK RAPIDS","GRAND TRAVERSE","YUBA","PR","PU","34U","09784.1*A","44-50-20.0080N","085-25-52.2530W",NA
2018-07-19,"MI","AGL","DET","ELWELL","GRATIOT","HAMP","PR","PU","68R","09785.*A","43-23-58.1130N","084-48-03.0410W",NA
2018-07-19,"MI","AGL","DET","EMMETT","ST CLAIR","SHARPE'S STRIP","PR","PU","2.00E+02","09786.*A","42-57-05.8000N","082-46-33.3000W",NA
2018-07-19,"MI","AGL","DET","EMPIRE","LEELANAU","EMPIRE","PU","PU","Y87","09787.3*A","44-47-25.8590N","086-00-09.9713W",NA
2018-07-19,"MI","AGL","DET","ESCANABA","DELTA","DELTA COUNTY","PU","PU","ESC","09788.*A","45-43-21.6000N","087-05-37.4000W","I A S 05/1973"
2018-07-19,"MI","AGL","DET","EVART","OSCEOLA","EVART MUNI","PU","PU","9C8","09791.*A","43-53-41.5000N","085-17-05.1000W",NA
2018-07-19,"MI","AGL","DET","FAIR HAVEN","ST CLAIR","WARDS LONG ACRES","PR","PR","MI15","09795.01*A","42-43-45.1150N","082-39-54.6990W",NA
2018-07-19,"MI","AGL","DET","FARMINGTON HILLS","OAKLAND","EXPRESS","PR","PR","MI81","09796.6*H","42-30-50.0000N","083-21-28.0000W",NA
2018-07-19,"MI","AGL","DET","FARWELL","ISABELLA","WITBECK AERODRONE","PR","PR","4MI7","09796.9*A","43-48-48.0920N","084-49-18.0700W",NA
2018-07-19,"MI","AGL","DET","FENNVILLE","ALLEGAN","READING","PR","PR","MI76","09798.3*A","42-33-00.0970N","086-13-00.1230W",NA
2018-07-19,"MI","AGL","DET","FENTON","LIVINGSTON","TROLLMAN'S FIELD","PR","PR","9MI6","09801.*A","42-44-21.1030N","083-45-17.8160W",NA
2018-07-19,"MI","AGL","DET","FIFE LAKE","KALKASKA","TANNEHILL AIRFIELD","PR","PR","MI60","09806.2*A","44-35-29.0000N","085-18-39.0000W",NA
2018-07-19,"MI","AGL","DET","FLINT","GENESEE","BISHOP INTL","PU","PU","FNT","09809.*A","42-57-55.7000N","083-44-41.1000W","I B S 05/1973"
2018-07-19,"MI","AGL","DET","FLINT","GENESEE","FLOW THROUGH TERMINAL","PR","PR","01MI","09809.01*H","43-02-58.0960N","083-40-46.8430W",NA
2018-07-19,"MI","AGL","DET","FLUSHING","GENESEE","CEDARVILLE","PR","PR","MI18","09811.03*A","43-05-35.0980N","083-50-09.8640W",NA
2018-07-19,"MI","AGL","DET","FLUSHING","GENESEE","DALTON","PR","PU","3DA","09811.*A","43-03-09.0087N","083-48-17.6392W",NA
2018-07-19,"MI","AGL","DET","FOWLERVILLE","LIVINGSTON","MAPLE GROVE","PR","PU","65G","09818.01*A","42-43-02.1200N","084-03-44.8550W",NA
2018-07-19,"MI","AGL","DET","FOWLERVILLE","LIVINGSTON","MAPLE GROVE","PR","PU","E66","09818.02*H","42-43-01.5000N","084-03-43.0000W",NA
2018-07-19,"MI","AGL","DET","FRANKENMUTH","SAGINAW","WM 'TINY' ZEHNDER FIELD","PR","PU","66G","09820.*A","43-18-50.0870N","083-42-34.8640W",NA
2018-07-19,"MI","AGL","DET","FRANKFORT","BENZIE","FRANKFORT DOW MEMORIAL FIELD","PU","PU","FKS","09821.*A","44-37-30.7900N","086-12-02.9100W",NA
2018-07-19,"MI","AGL","DET","FRASER","MACOMB","GRANT PAD","PR","PR","15MI","09826.01*H","42-32-40.1260N","082-55-53.7120W",NA
2018-07-19,"MI","AGL","DET","FREMONT","NEWAYGO","FREMONT MUNI","PU","PU","FFX","09829.*A","43-26-21.5000N","085-59-41.6000W",NA
2018-07-19,"MI","AGL","DET","FRUITPORT","OTTAWA","FLYING-A-RANCH","PR","PU","39Z","09829.7*A","43-06-18.0670N","086-07-25.1850W",NA
2018-07-19,"MI","AGL","DET","GAINES","GENESEE","BARNSTORMERS 5","PR","PR","16MI","09829.81*A","42-53-21.0000N","083-51-59.8470W",NA
2018-07-19,"MI","AGL","DET","GAYLORD","OTSEGO","GAYLORD RGNL","PU","PU","GLR","09834.*A","45-00-46.9000N","084-42-12.4000W",NA
2018-07-19,"MI","AGL","DET","GAYLORD","ANTRIM","LAKES OF THE NORTH","PR","PU","4Y4","09834.01*A","44-54-42.5000N","084-52-31.2200W",NA
2018-07-19,"MI","AGL","DET","GLADSTONE","DELTA","WEST GLADSTONE","PR","PR","43MI","09838.3*A","45-51-32.8720N","087-07-00.4940W",NA
2018-07-19,"MI","AGL","DET","GLADWIN","GLADWIN","GLADWIN ZETTEL MEMORIAL","PU","PU","GDW","09839.*A","43-58-14.1216N","084-28-30.0720W",NA
2018-07-19,"MI","AGL","DET","GLADWIN","GLADWIN","SUGAR SPRINGS AIRPARK","PR","PU","5M6","09839.01*A","44-08-25.3350N","084-26-13.1100W",NA
2018-07-19,"MI","AGL","DET","GLADWIN","GLADWIN","VACOTTAGE","PR","PR","18MI","09839.02*H","42-57-31.1180N","084-38-25.9570W",NA
2018-07-19,"MI","AGL","DET","GRAND HAVEN","OTTAWA","GRAND HAVEN MEMORIAL AIRPARK","PU","PU","3GM","09847.*A","43-02-02.6000N","086-11-53.4000W",NA
2018-07-19,"MI","AGL","NONE","GRAND HAVEN","OTTAWA","NORTH OTTAWA COMMUNITY HOSPITAL","PR","PR","84MI","09847.14*H","43-03-05.1400N","086-13-48.3300W",NA
2018-07-19,"MI","AGL","DET","GRAND LEDGE","CLINTON","ABRAMS MUNI","PU","PU","4D0","09848.*A","42-46-29.5756N","084-43-59.2985W",NA
2018-07-19,"MI","AGL","DET","GRAND MARAIS","ALGER","GRAND MARAIS","PU","PU","Y98","09849.*A","46-37-13.3130N","085-55-12.3011W",NA
2018-07-19,"MI","AGL","DET","GRAND RAPIDS","KENT","AMWAY DOWNTOWN","PR","PR","9MI3","09851.71*H","42-57-56.0950N","085-40-16.1110W",NA
2018-07-19,"MI","AGL","DET","GRAND RAPIDS","KENT","GERALD R FORD INTL","PU","PU","GRR","09852.*A","42-52-51.0000N","085-31-22.1000W","I C S 05/1973"
2018-07-19,"MI","AGL","DET","GRAND RAPIDS","KENT","SPECTRUM HEALTH BLODGETT","PR","PR","2MI1","09851.7*H","42-57-13.5400N","085-37-21.0600W",NA
2018-07-19,"MI","AGL","DET","GRAND RAPIDS","KENT","SPECTRUM HEALTH BUTTERWORTH HELIPORT","PR","PR","MI97","09851.76*H","42-58-08.4100N","085-39-54.6700W",NA
2018-07-19,"MI","AGL","DET","GRAND RAPIDS","KENT","ST MARY'S HOSPITAL","PR","PR","MI63","09851.75*H","42-57-33.4000N","085-39-49.3000W",NA
2018-07-19,"MI","AGL","DET","GRANDVILLE","OTTAWA","WELLER","PR","PR","MI78","09852.61*A","42-55-00.0930N","085-47-00.1220W",NA
2018-07-19,"MI","AGL","DET","GRAYLING","CRAWFORD","GRAYLING AAF","MR","PU","GOV","09857.*A","44-40-49.2000N","084-43-43.9000W",NA
2018-07-19,"MI","AGL","DET","GRAYLING","KALKASKA","KING TROUT","PR","PR","6MI0","09857.1*A","44-36-53.0400N","084-57-07.1400W",NA
2018-07-19,"MI","AGL","DET","GREENVILLE","MONTCALM","BURGESS LAKE","PR","PR","50MI","09863.2*C","43-09-26.1110N","085-17-39.0810W",NA
2018-07-19,"MI","AGL","DET","GREENVILLE","MONTCALM","FAIRPLAINS AIRPARK","PR","PR","02MI","09863.02*A","43-09-25.5200N","085-08-54.6600W",NA
